Store name,Address,City,Province,Postal Code
"Cabela's - Barrie, Ontario","4901 Gordon Road
",Regina,Saskatchewan,S4W 0B7
"Cabela's - Ottawa, Ontario","1714 Preston Avenue North
",Saskatoon,Saskatchewan,S7N 4Y1
"Cabela's - Regina, Saskatchewan","149 Welham Rd.
",Unit 23,Barrie,ON L4N 8Y3
"Cabela's - Saskatoon, Saskatchewan","38 FIELDING AVENUE

",DARTMOUTH,NOVA SCOTIA,CANADA
"Caesarstone Retailer - Kitchen Art North in Unit 23, Barrie","Olympic Kitchens
",150 Nugget Ave,Toronto,ON M1S 3A7
"Caesarstone Retailer - Genuine Kitchens in DARTMOUTH, NOVA SCOTIA","13 Denver Road
",Whitehorse,Yukon,Y1A 5S8
"Caesarstone Retailer - Olympic Kitchens in 150 Nugget Ave, Toronto","Box 388
",Yellowknife,Northwest Territories,X1A2N3
"Caesarstone Retailer - Sid Rock in Whitehorse, Yukon","1100 Main Street
",Moncton,New Brunswick,E1C 1H4
"Callaway Golf Retailer - YELLOWKNIFE GOLF CLUB, Northwest Territories","605 - 1st Street Nw
",Airdrie,Alberta,T4B 1C9
"Calphalon Retailer - The Bay - Highfield Square Shopping Centre in Moncton, New Brunswick","1 Mile East, One Tree Rd
",Brooks,Alberta,T1R 1B5
"Cannon Downriggers Dealer - RITCHIE'S MOBILE SMALL ENGINE in Airdrie, Alberta","3320 Sunridge Way Ne
",Calgary,Alberta,T1Y 7K5
"Cannon Downriggers Dealer - A & E RV SALES & SERVICE in Brooks, Alberta","12719 97 Street
",North Edmonton,Alberta,T5E 4C1
"Cannon Downriggers Dealer - THE FISHIN HOLE in Calgary, Alberta","8027 Gaetz Avenue
",Red Deer,Alberta,T4P 2V4
"Cannon Downriggers Dealer - THE FISHIN' HOLE in North Edmonton, Alberta","9078 51 Avenue
",South Edmonton,Alberta,T6E 5X4
"Cannon Downriggers Dealer - BOAT MART in Red Deer, Alberta","1035, 8882 170 Street
          West Edmonton Mall ",West Edmonton,Alberta,T5T 3J7
"Cannon Downriggers Dealer - THE FISHIN' HOLE in South Edmonton, Alberta","#108 - 31060 Peardonville Road
",Abbotsford,British Columbia,V2T 6K5
"Cannon Downriggers Dealer - THE FISHIN' HOLE in West Edmonton, Alberta","201-197000 Langley Bypass
",Langley,British Columbia,V3A 7B1
"Cannon Downriggers Dealer - MIKE'S REEL REPAIR in Abbotsford, British Columbia","3560 Moncton Street
",Richmond,British Columbia,V7E 3A2
"Cannon Downriggers Dealer - STEVESTON MARINE & HARDWARE in Langley, British Columbia","1603 West 3rd Avenue
",Vancouver,British Columbia,V6J 1K1
"Cannon Downriggers Dealer - STEVESTON MARINE & HARDWARE in Richmond, British Columbia","1385 Ellice Ave
",Winnipeg,Manitoba,R3G 3N1
"Cannon Downriggers Dealer - STEVESTON MARINE & HARDWARE in Vancouver, British Columbia","1522-b Regent Avenue West
",Winnipeg,Manitoba,R2C 3B4
"Cannon Downriggers Dealer - S.I.R. MAIL ORDER in Winnipeg, Manitoba","29556 Hwy 28 South
",Bancroft,Ontario,l0L 1C0
"Cannon Downriggers Dealer - THE FISHIN' HOLE in Winnipeg, Manitoba","Rr1, B1 Highway 11/71 West
",Fort Frances,Ontario,P9A 3M2
"Cannon Downriggers Dealer - P & R AUTO ELECTRIC in Bancroft, Ontario","515 Main Street West
",Grimsby,Ontario,L3M 1T6
"Cannon Downriggers Dealer - PINEWOOD SPORTS & MARINE in Fort Frances, Ontario","136 Hester St
",Hamilton,Ontario,L9A 2N8
"Cannon Downriggers Dealer - GRIMSBY TACKLE, Ontario","8365 Woodbine Ave
",Markham,Ontario,L3R 2P4
"Cannon Downriggers Dealer - BAY CITY MARINE in Hamilton, Ontario","1590 Dundas Street East
",Mississauga,Ontario,L4X 2Z2
"Cannon Downriggers Dealer - LE BARON OUTDOOR PRODUCTS in Markham, Ontario","119 Progress Court
",North Bay,Ontario,P1B 8G8
"Cannon Downriggers Dealer - LE BARON OUTDOOR PRODUCTS in Mississauga, Ontario","595 West Street South
",Orillia,Ontario,L3V 5H7
"Cannon Downriggers Dealer - BAY DISTRIBUITORS in North Bay, Ontario","1512 Merivale Road
",Ottawa,Ontario,K2G 3J6
"Cannon Downriggers Dealer - TROMBLYS TACKLE BOX in Orillia, Ontario","417 King St
",Port Colborne,Ontario,L3K 4H2
"Cannon Downriggers Dealer - LE BARON OUTDOOR PRODUCTS in Ottawa, Ontario","125 Loach's Rd
",Sudbury,Ontario,P3E 2P8
"Cannon Downriggers Dealer - PORT COLBORNE MARINE & RV, Ontario","8160 Lakeridge Rd
",Uxbridge,Ontario,L9P 1R3
"Cannon Downriggers Dealer - RAMMAKO'S TACKLE WORLD in Sudbury, Ontario","684460 Road 68, Hwy 2
",Woodstock,Ontario,N4S 7W8
"Cannon Downriggers Dealer - DT POWERSPORTS in Uxbridge, Ontario","1085 Boul De L'industrie
",Beloeil,Quebec,J3G 4T1
"Cannon Downriggers Dealer - ANGLING OUTFITTERS in Woodstock, Ontario","1591 9e Avenue
",Grand Mere,Quebec,G9T 1X5
"Cannon Downriggers Dealer - IMRICO LTEE  (S.A.I.L. CANADA) in Beloeil, Quebec","9100 Boul. Des Mille-iles
",Laval,Quebec,H7A 4C6
"Cannon Downriggers Dealer - VILLEMURE CHASSE ET PECHE in Grand Mere, Quebec","1451 Boul Des Laurentides
",Laval,Quebec,H7M 2Y3
"Cannon Downriggers Dealer - MARINA BO-BI-NO ITEE in Laval, Quebec","3146 Ste Catherine Est
",Montreal,Quebec,H1W 2C2
"Cannon Downriggers Dealer - RAYTECH ELECTRONIQUE in Laval, Quebec","8601 St-laurent Blvd
",Montreal,Quebec,H2P 2M9
"Cannon Downriggers Dealer - B & L SPORTS in Montreal, Quebec","637 St-vallier St W
",Quebec City,Quebec,G1N 1C6
"Cannon Downriggers Dealer - LE BARON OUTDOOR PRODUCTS in Montreal, Quebec","303 Rue Notre Dame
",Repentigny,Quebec,J6A 2R2
"Cannon Downriggers Dealer - MAGASIN LATULIPPE in Quebec City, Quebec","1435 Rue King Est
",Sherbrooke,Quebec,J1G 1E8
"Cannon Downriggers Dealer - PERFORMANCE CHASSE PECHE in Repentigny, Quebec","805 Circle Drive East
",Saskatoon,Saskatchewan,S7K 3S4
"Cannon Downriggers Dealer - LACHANCE CHASSE & PECHE in Sherbrooke, Quebec","6501 BOWNESS ROAD NW
",CALGARY,Alberta,T3B 0E8
"Cannon Downriggers Dealer - THE FISHIN' HOLE in Saskatoon, Saskatchewan","2707 17TH AVENUE S.W.
",CALGARY,Alberta,T3E 0A6
"Cannandale Retailer - BOW CYCLE & SPORTS in CALGARY, Alberta","102-630 MAIN STREET
",CANMORE,Alberta,T1W 2B5
"Cannandale Retailer - MOUNTAIN BIKE CITY INC. in CALGARY, Alberta","6604-104 ST
",EDMONTON,Alberta,T6H 2L2
"Cannandale Retailer - BICYCLE CAFE in CANMORE, Alberta","9635 82ND AVENUE
",EDMONTON,Alberta,T6C 0Z9
"Cannandale Retailer - PEDALHEAD BICYCLE WORKS in EDMONTON, Alberta","15103 STONY PLAIN ROAD
",EDMONTON,Alberta,T5P 3Y2
"Cannandale Retailer - PEDALHEAD ROAD WORKS INC. in EDMONTON, Alberta","330 18th Street South
",Lethbridge,Alberta,T1J 4Y6
"Cannandale Retailer - REVOLUTION CYCLE in EDMONTON, Alberta","101 4918-46 ST
",RED DEER,Alberta,T4N 1N3
"Cannandale Retailer - ASCENT CYCLE LTD in Lethbridge, Alberta","871 13TH AVE
",CAMPBELL RIVER,British Columbia,V9W 4G9
"Cannandale Retailer - WIPE-OUT SKI AND BIKE INC in RED DEER, Alberta","UNIT 1  9020 YOUNG ROAD
",CHILLIWACK,British Columbia,V2P 4R8
"Cannandale Retailer - SPOKES BIKE SHOP in CAMPBELL RIVER, British Columbia","482 TRANS CANADA HWY
",DUNCAN,British Columbia,V9L 3R6
"Cannandale Retailer - PEDALSPORT in CHILLIWACK, British Columbia","10109-95 AVE
",FORT ST. JOHN,British Columbia,V1J 1H9
"Cannandale Retailer - EXPERIENCE CYCLING LTD. in DUNCAN, British Columbia","3-2160 FLAMINGO ROAD
",KAMLOOPS,British Columbia,V2C 4J9
"Cannandale Retailer - FERRIS FAST CYCLES in FORT ST. JOHN, British Columbia","1461 SUTHERLAND AVE
",KELOWNA,British Columbia,V1Y 5Y4
"Cannandale Retailer - TABOO CYCLES LTD. in KAMLOOPS, British Columbia","19950 WILLOWBROOK DRIVE
",LANGLEY,British Columbia,V2Y 1K9
"Cannandale Retailer - KELOWNA CYCLE, British Columbia","1359 MAIN STREET
",NORTH VANCOUVER,British Columbia,V7J 1C4
"Cannandale Retailer - BICYCLE SPORTS PACIFIC in LANGLEY, British Columbia","300 WESTMINSTER AVENUE W
",PENTICTON,British Columbia,V2A 1K2
"Cannandale Retailer - BICYCLE SPORTS PACIFIC in NORTH VANCOUVER, British Columbia","3590 WESTWOOD STREET
",PORT COQUITLAM,British Columbia,V3B 4S8
"Cannandale Retailer - THE BIKE BARN ENT LTD in PENTICTON, British Columbia","3066 ST JOHNS ST
",PORT MOODY,British Columbia,V3H 2C5
"Cannandale Retailer - CAP'S WESTWOOD CYCLE in PORT COQUITLAM, British Columbia","337 Reid St
",Quesnel,British Columbia,V2M 2M5
"Cannandale Retailer - CAP'S WESTWOOD - PORT MOODY, British Columbia","#105 2055 152nd Street
",Surrey,British Columbia,V4A 4N7
"Cannandale Retailer - Cycle Logic in Quesnel, British Columbia","999 PACIFIC STREET
",VANCOUVER,British Columbia,V6Z 2K2
"Cannandale Retailer - South Surrey Cycles, British Columbia","4823 SILVER STAR ROAD
",VERNON,British Columbia,V1B 3K3
"Cannandale Retailer - BICYCLE SPORTS PACIFIC in VANCOUVER, British Columbia","1025 FORT STREET
",VICTORIA,British Columbia,V8V 3K5
"Cannandale Retailer - SKYRIDE CYCLE in VERNON, British Columbia","1813 PORTAGE AVENUE
",WINNIPEG,Manitoba,R3J 0G2
"Cannandale Retailer - FORT STREET CYCLE(JEIG HOLDING in VICTORIA, British Columbia","326 ST. MARY'S RD.
",WINNIPEG,Manitoba,R2H 1J9
"Cannandale Retailer - OLYMPIA CYCLE & SKI in WINNIPEG, Manitoba","422 DUNLOP ST W # 1
",BARRIE,Ontario,L4N 1C2
"Cannandale Retailer - OLYMPIA CYCLE AND SKI in WINNIPEG, Manitoba","4282 MOUNTAINVIEW RD S.
",BEAMSVILLE,Ontario,L0R 1B0
"Cannandale Retailer - BLACK TOOTH GRIN BIKE SHOP INC in BARRIE, Ontario","230 ECCLESTONE DRIVE
",BRACEBRIDGE,Ontario,P1L 1G4
"Cannandale Retailer - MOUNTAINVIEW CYCLE & SPORTS in BEAMSVILLE, Ontario","560 PLAINS RD. EAST
",BURLINGTON,Ontario,L7T 2E3
"Cannandale Retailer - ECCLESTONE CYCLE COMPANY in BRACEBRIDGE, Ontario","225 Fairview Drive
",Brantford,Ontario,N3R 7E3
"Cannandale Retailer - NEWORLD CYCLE AND SPORTS in BURLINGTON, Ontario","THE WEST MALL
",ETOBICOKE,Ontario,M9C 1B8
"Cannandale Retailer - BRANTFORD CYCLEPATH, Ontario","135 Wyndham St N
",Guelph,Ontario,N1H 4E9
"Cannandale Retailer - SPORTIING LIFE INC in ETOBICOKE, Ontario","840 King Street West
",Hamilton,Ontario,L8S 1K3
"Cannandale Retailer - SPEED RIVER BICYCLE INC in Guelph, Ontario","550 Days Road
",Kingston,Ontario,K7M 3R7
"Cannandale Retailer - PIERIK'S CYCLE LTD. in Hamilton, Ontario","417 King Street West
",Kitchener,Ontario,N2G 1C2
"Cannandale Retailer - J & J CYCLE in Kingston, Ontario","688 DUNDAS
",LONDON,Ontario,N6E 2X9
"Cannandale Retailer - ZIGGY'S CYCLE AND SPORT LTD. in Kitchener, Ontario","344 Ridout St South
",London,Ontario,N6C 3Z5
"Cannandale Retailer - REYNOLD CYCLE in LONDON, Ontario","222 QUEEN STREET SOUTH
",MISSISSAUGA,Ontario,L5M 1L6
"Cannandale Retailer - VILLAGE CYCLE in London, Ontario","17915 Leslie St N Unit 5
",New Market,Ontario,L3Y 3E3
"Cannandale Retailer - VIA CICLANTE in MISSISSAUGA, Ontario","Unit 11 843 King Street W
",OSHAWA,Ontario,L1J 2L4
"Cannandale Retailer - SPOKE O'MOTION INC in New Market, Ontario","250 CITY CENTRE AVE
",OTTAWA,Ontario,K1R 6K7
"Cannandale Retailer - BICYCLES PLUS in OSHAWA, Ontario","2639 B ALTA VISTA DRIVE
",OTTAWA,Ontario,K1V 7T5
"Cannandale Retailer - BUSHTUKAH in OTTAWA, Ontario","169 CHARLOTTE STREET
",PETERBOROUGH,Ontario,K9J 2T7
"Cannandale Retailer - REBEC AND KROES CYCLE & SPORT in OTTAWA, Ontario","1050 Brock Road South
",Pickering,Ontario,L1W 3X4
"Cannandale Retailer - WILD ROCK OUTFITTERS INC. in PETERBOROUGH, Ontario","2 BOND STREET
",ST CATHARINES,Ontario,L2R 4Y9
"Cannandale Retailer - PEDAL PERFORMANCE BIKE SHOP in Pickering, Ontario","831 MAY STREET N
",THUNDER BAY,Ontario,P7C 3S2
"Cannandale Retailer - LIBERTY! BICYCLES in ST CATHARINES, Ontario","625 QUEEN STREET WEST
",TORONTO,Ontario,M5V 2B7
"Cannandale Retailer - THE CYCLEPATH in THUNDER BAY, Ontario","109 VANDERHOOF STREET
",TORONTO,Ontario,M4G 2H7
"Cannandale Retailer - DUKES CYCLE in TORONTO, Ontario","130 MERCHANT STREET
",TORONTO,Ontario,M4S 1A4
"Cannandale Retailer - GEARS BIKE SHOP in TORONTO, Ontario","4231 Dundas Street West
",Toronto,Ontario,M8X 1Y3
"Cannandale Retailer - SPORTING LIFE INC in TORONTO, Ontario","94 Laird Drive
",Toronto,Ontario,M4G 3V2
"Cannandale Retailer - Chain Reaction Bicycles Inc in Toronto, Ontario","1932 AMBASSADOR DRIVE
",WINDSOR,Ontario,N9C 3R4
"Cannandale Retailer - ENDURO SPORTS INC. in Toronto, Ontario","8633 WESTON ROAD  #2-3
",WOODBRIDGE,Ontario,L4L 9R6
"Cannandale Retailer - AMBASSADOR BICYCLES in WINDSOR, Ontario","5775 Boul. Tashchereau
",Brossard,Quebec,J4Z 1A5
"Cannandale Retailer - PEDAL PERFORMANCE BIKE SHOP in WOODBRIDGE, Ontario","234 ST. JUDE NORD
",GRANBY,Quebec,J2J 2R8
"Cannandale Retailer - ANDRE PRIMEAU VELO INC in Brossard, Quebec","38 Yacht Club Road
",Hudson,Quebec,J0P 1H0
"Cannandale Retailer - MOMO SPORTS in GRANBY, Quebec","367 DES LAURENTIDES
",LAVAL,Quebec,H7G 2T9
"Cannandale Retailer - VILLAGE CYCLE & SKI in Hudson, Quebec","2500 Boulevard St-joseph
",Lachine,Quebec,H8S 2N9
"Cannandale Retailer - PIERRE PRIMEAU INC. in LAVAL, Quebec","1545 Boulevard de L'Avenir
",Laval,Quebec,H7S 2N5
"Cannandale Retailer - BICYCLETTES ROSSI SPORT in Lachine, Quebec","270 MONTEE MASSON
",MASCOUCHE,Quebec,J7K 3B5
"Cannandale Retailer - Sports G.T.H. Inc. in Laval, Quebec","5584 AVENUE DU PARC
",MONTREAL,Quebec,H2V 4H1
"Cannandale Retailer - CENTRE DU VELO MASCOUCHE, Quebec","4897 GOUIN BLVD. EST
",MONTREAL NORD,Quebec,H1G 1A1
"Cannandale Retailer - A.B.C. CYCLES & SPORTS in MONTREAL, Quebec","6010 Sherbrooke St.west
",Montreal,Quebec,H4A 1X9
"Cannandale Retailer - BICYCLETTES MONTREAL-NORD in MONTREAL NORD, Quebec","297 Rue Notre-Dame
",Repentigny,Quebec,J6A 2R9
"Cannandale Retailer - MCWHINNIE'S CYCLES in Montreal, Quebec","1310 RUE ROBERVAL
",SAINT-BRUNO,Quebec,J3V 5J2
"Cannandale Retailer - Au Coin du Pedaleur in Repentigny, Quebec","530 Jean-Paul Perrault
",SHERBROOKE,Quebec,J1L 3A6
"Cannandale Retailer - CADENCE - BOUTIQUE DE VELOS in SAINT-BRUNO, Quebec","210 ROUTE 343
",ST AMBROISE,Quebec,J0K 1C0
"Cannandale Retailer - MOMO SPORTS in SHERBROOKE, Quebec","224 St. Louis
",Warwick,Quebec,J0A 1M0
"Cannandale Retailer - DOCTEUR VELO ST AMBROISE INC., Quebec","1550 8th Avenue
",Regina,Saskatchewan,S4R 1E4
"Cannandale Retailer - PRO-VELO in Warwick, Quebec","623 MAIN STREET EAST
",SASKATOON,Saskatchewan,S7H 0J8
"Cannandale Retailer - Western Cycle Source for Sport in Regina, Saskatchewan","100 Kent Street
",Charlottetown,Prince Edward Island,C1A 1M9
"Cannandale Retailer - THE BIKE DOCTOR in SASKATOON, Saskatchewan","157 Glencoe Dr
",Mount Pearl,Newfoundland and Labrador,A1N4P6
"Capezio Retailer - Demi Pointe Dance Shop in Charlottetown, Prince Edward Island","2 Chilkoot Way
",Whitehorse,Yukon,Y1A 6T5
"Carhartt Retailer - ATLANTIC OIL FIELD in Mount Pearl, Newfoundland and Labrador","1522-b Regent Avenue West
",Winnipeg,Manitoba,R2C 3B4
"Carhartt Retailer - MARKS WORK WEARHOUSE in Whitehorse, Yukon","5103 51 St
",Yellowknife,Northwest Territories,
"Carlisle Paddles Dealer - THE FISHIN' HOLE in Winnipeg, Manitoba","1st Avenue & Strickland Street
          On The River ",Whitehorse,Yukon,Y1A 5P7
"Carlisle Paddles Dealer - OVERLANDER SPORTS in Yellowknife, Northwest Territories","52 Ravenscroft Road
",Ajax,Ontario,L1T1W2
"Carlisle Paddles Dealer - KANOE PEOPLE LTD in Whitehorse, Yukon","24 Witherspoon St
",Dundas,Ontario,L9H2C6
"Carol's Daughter Retailer - Diva Hair Designs in Ajax, Ontario","4967 Yonge Street
",Toronto,Ontario,M2N5N6
"Carol's Daughter Retailer - Ellenoire in Dundas, Ontario","159 Harbord Street
",Toronto,Ontario,M5S1H1
"Carol's Daughter Retailer - Honey Fig in Toronto, Ontario","9200 Jane Street Unit 32 Building D
",Vaughan,Ontario,L4K0A4
"Carol's Daughter Retailer - The Curl Ambassadors in Toronto, Ontario","7461 Boulevard Des Galeries D Anjou
",Anjou,Anjou,
"Carol's Daughter Retailer - The Curl Ambassadors in Vaughan, Ontario","328-25 Peel Centre Drive
",Brampton,Brampton,
"Cartier Retailer - Centre De La Vision Anjou, 7461 Boulevard Des Galeries D Anjou, Anjou","9370 Leduc Blvd
          Suite 30 ",Brossard,Brossard,
"Cartier Retailer - Eye Star, 328-25 Peel Centre Drive in Brampton, Brampton","9370 Boulevard Leduc
",Brossard,Brossard,
"Cartier Retailer - Essence Du Papier, 9370 Leduc Blvd in Brossard, Brossard","Unit 1134-4700 Kingsway
          Metropolis at Metrotown ",Burnaby,Burnaby,
"Cartier Retailer - Salon D Optique A. Laoun, 9370 Boulevard Leduc in Brossard, Brossard","823 6th Avenue SW
",Calgary,Calgary,
"Cartier Retailer - Eye Star, Unit 1134-4700 Kingsway in Burnaby, Burnaby","100-1228 Kensington Road, NW
",Calgary,Calgary,
"Cartier Retailer - Brinkhaus, 823 6th Avenue SW in Calgary, Calgary","975 Romeo Vachon N
",Dorval,Dorval,
"Cartier Retailer - Kensington Eye Health Centre, 100-1228 Kensington Road, NW in Calgary, Calgary","8882-170th Street, 1093- West Edmonton  Mall
",Edmonton,Edmonton,
"Cartier Retailer - Aerrianta International, 975 Romeo Vachon N in Dorval, Dorval","Unit 680-10180-101 Street,Manulife Place Upper Lobby
",Edmonton,Edmonton,
"Cartier Retailer - Gem Oro Goldsmith, 8882-170th Street, 1093- West Edmonton  Mall, Edmonton","10180-101 Street br/>Manulife Place Upper Lobby
",Edmonton,Edmonton,
"Cartier Retailer - Henry Birks & Sons, Unit 680-10180-101 Street,Manulife Place Upper Lobby in Edmonton, Edmonton","10638-97 Street
",Edmonton,Edmonton,
"Cartier Retailer - Jamieson Opticians, 10180-101 Street br/>Manulife Place Upper Lobby in Edmonton, Edmonton","270 The Kingsway
          Humbertown Shopping  Centre ",Etobicoke,Etobicoke,
"Cartier Retailer - Koon Shin Resources, 10638-97 Street in Edmonton, Edmonton","2563 Major McKenzie Drive
",Maple,Maple,
"Cartier Retailer - Josephson Opticians, 270 The Kingsway in Etobicoke, Etobicoke","3255 Highway 7 Unit 97
",Markham,Markham,
"Cartier Retailer - Finch Centre Jewellers, 2563 Major McKenzie Drive in Maple, Maple","1-211 100 City Center Drive
",Mississauga,Mississauga,
"Cartier Retailer - Ivan Optical, 3255 Highway 7 Unit 97 in Markham, Markham","2020  De La Montagne Road
",Montreal,Montreal,
"Cartier Retailer - Eye Star, 1-211 100 City Center Drive in Mississauga, Mississauga","1 Place Ville-Marie
          Lobby 1 ",Montreal,Montreal,
"Cartier Retailer - Chateau Divoire, 2020  De La Montagne Road in Montreal, Montreal","1307 St. Catherine Street
",Montreal,Montreal,
"Cartier Retailer - Essence Du Papier, 1 Place Ville-Marie in Montreal, Montreal","1050 De La Gauhetiere Road
          Marriot Chateau Champlain ",Montreal,Montreal,
"Cartier Retailer - Essence Du Papier, 1307 St. Catherine Street in Montreal, Montreal","1240 Phillips Square
",Montreal,Montreal,
"Cartier Retailer - G.L.Turcot Ltee, 1050 De La Gauhetiere Road in Montreal, Montreal","1 Place Ville Marie
",Montreal,Montreal,
"Cartier Retailer - Henry Birks & Sons, 1240 Phillips Square in Montreal, Montreal","228 Rue Saint Jacques O
",Montreal,Montreal,
"Cartier Retailer - Meunier Rosenthal & Asselin, 1 Place Ville Marie in Montreal, Montreal","700 Saint Catherine West
",Montreal,Montreal,
"Cartier Retailer - Nouvelle Optique, 228 Rue Saint Jacques O in Montreal, Montreal","2536 Bayview Avenue
",North York,North York,
"Cartier Retailer - Salon doptique A. Laoun, 700 Saint Catherine West in Montreal, Montreal","286 Lakeshore Road E.
",Oakville,Oakville,
"Cartier Retailer - Josephson Optician, 2536 Bayview Avenue in North York, North York","50 Rideau Street, Unit 355
          Rideau Centre ",Ottawa,Ottawa,
"Cartier Retailer - Squint Eyewear, 286 Lakeshore Road E. in Oakville, Oakville","1090 Laurier Street W
",Outremont,Outremont,
"Cartier Retailer - Jubilee Jewellers, 50 Rideau Street, Unit 355 in Ottawa, Ottawa","6815 Trans Canada Highway
",Pointe Claire,Pointe Claire,
"Cartier Retailer - Chapleau Laroche, 1090 Laurier Street W in Outremont, Outremont","Vancouver International Airport
",Richmond,Richmond,
"Cartier Retailer - Henry Birks & Sons, 6815 Trans Canada Highway in Pointe Claire, Pointe Claire","Richmond Centre, Unit 2180-6060 Minoru Blvd
          Richmond, B.C. Canada V6Y 2V7 ",Richmond,Richmond,
"Cartier Retailer - Aldeasa Duty Free, Vancouver International Airport in Richmond, Richmond","Unit 950-5300 No. 3 Road Lansdowne Center
",Richmond,Richmond,
"Cartier Retailer - Eyestar Optical, Richmond Centre, Unit 2180-6060 Minoru Blvd, Richmond","6551 Number 3 Road, Unit 1650
          Richment Centre ",Richmond,Richmond,
"Cartier Retailer - New World Optical, Unit 950-5300 No. 3 Road Lansdowne Center in Richmond, Richmond","6028 Jean Talon East
",Saint Leonard,Saint Leonard,
"Cartier Retailer - Siba Jewellers, 6551 Number 3 Road, Unit 1650 in Richmond, Richmond","Place Laurier Number 297
",Sainte Foy,Sainte Foy,
"Cartier Retailer - Salon D Optique A. Laoun, 6028 Jean Talon East in Saint Leonard, Saint Leonard","255 Highway 99
",Surrey,Surrey,
"Cartier Retailer - Greiche & Scaff, Place Laurier Number 297 in Sainte Foy, Sainte Foy","131 Bloor Street West
",Toronto,Toronto,
"Cartier Retailer - Peace Arch Duty Free, 255 Highway 99 in Surrey, Surrey","66 Wellington Street West
          Dominion Center Concourse ",Toronto,Toronto,
"Boutique Cartier - 131 Bloor Street West in Toronto, Toronto","280 Spadina Avenue, Dragon City
",Toronto,Toronto,
"Cartier Retailer - Essence Du Papier, 66 Wellington Street West in Toronto, Toronto","220 Yonge Street, Box 210
          Eaton Square ",Toronto,Toronto,
"Cartier Retailer - Fashion Optical, 280 Spadina Avenue, Dragon City in Toronto, Toronto","3401 Dufferin Street E, Unit 220
",Toronto,Toronto,
"Cartier Retailer - Henry Birks & Sons, 220 Yonge Street, Box 210 in Toronto, Toronto","55 Bloor Street W
          Manulife Centre ",Toronto,Toronto,
"Cartier Retailer - Henry Birks & Sons, 3401 Dufferin Street E, Unit 220 in Toronto, Toronto","305 Spadina Ave
",Toronto,Toronto,
"Cartier Retailer - Henry Birks & Sons, 55 Bloor Street W in Toronto, Toronto","3401 Dufferin Street
",Toronto,Toronto,
"Cartier Retailer - Minh Chau Optical, 305 Spadina Ave in Toronto, Toronto","130 King Street W
",Toronto,Toronto,
"Cartier Retailer - Precision Lens Crafters Canada, 3401 Dufferin Street in Toronto, Toronto","456 Howe Street
",Vancouver,Vancouver,
"Cartier Retailer - Sleuth & Statesman, 130 King Street W in Toronto, Toronto","1022 Alberni Street
",Vancouver,Vancouver,
"Boutique Cartier - 456 Howe Street in Vancouver, Vancouver","R222-757 W Hastings Street
          Sinclair Center ",Vancouver,Vancouver,
"Cartier Retailer - Aldeasa Duty-Free, 1022 Alberni Street in Vancouver, Vancouver","775 Burrard Street
",Vancouver,Vancouver,
"Cartier Retailer - Charals, R222-757 W Hastings Street in Vancouver, Vancouver","698 W Hastings Street
",Vancouver,Vancouver,
"Cartier Retailer - Eyes On Burrard, 775 Burrard Street in Vancouver, Vancouver","415- 650 W 41 Avenue
",Vancouver,Vancouver,
"Cartier Retailer - Henry Birks & Sons, 698 W Hastings Street in Vancouver, Vancouver","650 W 41st Avenue
          Oakridge Shopping Center ",Vancouver,Vancouver,
"Cartier Retailer - Luxury Eyewear in Vancouver, Vancouver","1132 Robson Street
",Vancouver,Vancouver,
"Cartier Retailer - Montecristo Jewellers, 650 W 41st Avenue in Vancouver, Vancouver","518- 1Bass Pro Mills Dr.
",Vaughan,Vaughan,
"Cartier Retailer - Robson Optical, 1132 Robson Street in Vancouver, Vancouver","909 Government Street
",Victoria,Victoria,
"Cartier Retailer - Eye Star, 518- 1Bass Pro Mills Dr. in Vaughan, Vaughan","102 Eugenie Street W
",Windsor,Windsor,
"Cartier Retailer - Collections By 5th Avenue, 909 Government Street in Victoria, Victoria","31 Colossu Drive
          Unit #104 ",Woodbridge,Woodbridge,
"Cartier Retailer - Joseph Anthony Fine Jewelry, 102 Eugenie Street W in Windsor, Windsor","12-3189 King George Blvd
",Surrey,British Columbia,V4P 1B8
"Cartier Retailer - Finch Centre Jewellers, 31 Colossu Drive in Woodbridge, Woodbridge","250 Taunton Road East
",Oshawa,Ontario,L1G 7T1
"Cartridge World - Surrey, British Columbia","830- 10th Avenue SW
",Calgary,Alberta,T2R 0A9
"Cartridge World - Oshawa, Ontario","12328- 102 Avenue NW
",Edmonton,Alberta,T5N 0L9
"Carve Designs Retailer - Mountain Equipment Co-Op in Calgary, Alberta","101 Eldorado Street
",New Denver,British Columbia,V0G 1S0
"Carve Designs Retailer - Mountain Equipment Co-Op in Edmonton, Alberta","1341 Main Street
",North Vancouver,British Columbia,V7J 1C4
"Carve Designs Retailer - Valhalla Pure Outfitters in New Denver, British Columbia","130 West Broadway
",Vancouver,British Columbia,V5Y 1P3
"Carve Designs Retailer - Mountain Equipment Co-Op in North Vancouver, British Columbia","1450 Government Street
",Victoria,British Columbia,V8W 1Z2
"Carve Designs Retailer - Mountain Equipment Co-Op in Vancouver, British Columbia","303 Portage Avenue
",Winnipeg,Manitoba,R3B 2B4
"Carve Designs Retailer - Mountain Equipment Co-Op in Victoria, British Columbia","1550 Granville Street
",Halifax,Nova Scotia,B3J 1X1
"Carve Designs Retailer - Mountain Equipment Co-Op in Winnipeg, Manitoba","366 Richmond Road
",Ottawa,Ontario,K2A 0E8
